CUST_KEY,NAME,ADDRESS,NATION_KEY,PHONE,ACCT_BAL,MKT_SEGMENT,COMMENT
77498,Customer#000077498,"jyVYxZI3naK6rhIeV4AVrCkHuQrUp9,7SUKogh",3,13-207-836-7350,2308.18,MACHINERY,"de of the regular foxes are blithely regular, final deposits. special platelets wake furiously among the furiously "
77525,Customer#000077525,NgT9KCkXlbKx6kKrr4Z7dpUXXor74sB,3,13-214-668-9776,7274.19,FURNITURE,deposits boost before the asymptotes. express asymptotes according to t
77544,Customer#000077544,9TX7DdfT30LruAVRb7r7RtQWwTcIl1A5ehGJ9,3,13-947-491-8222,4822.20,BUILDING,equests are slyly alongside o
77562,Customer#000077562,jBunlPHn 8Z,3,13-779-796-7919,-68.43,HOUSEHOLD,s hang furiously by the slyly unusual sheaves. final accoun
77609,Customer#000077609,iBMSwPYT1nlbImMMpUM1Vfpp,3,13-672-197-3874,7780.92,MACHINERY," slowly unusual accounts use carefully slyly bold tithes; express,"
77628,Customer#000077628,V6LpgI7 DquFvAiPb6uPKE5Fbha,3,13-568-477-5986,4388.52,HOUSEHOLD,sits detect. quick requests nag blithely. slyly ironic accounts are fu
77661,Customer#000077661,Uzu42HexQARblE96vlV,3,13-247-498-6415,612.30,AUTOMOBILE,yly ironic accounts cajole along 
77673,Customer#000077673,gVSHL4tveoRO7B56NYcu1,3,13-514-524-8236,3884.16,BUILDING,y enticing accounts. slyly silent deposits at the slyly final instructions haggle across
77696,Customer#000077696,"9KTlkC7wB,YhJXn1oGtby,GEu0",3,13-263-186-1626,-695.54,AUTOMOBILE," the enticingly bold requests. quickly stealthy requests use furiously above the furiously pendin"
77760,Customer#000077760,5MMKfLMbRbh9Pe2mdEv0P6GZQ9I9FtKcF,3,13-946-663-4535,4803.08,FURNITURE," special deposits detect carefully sly deposits. furiously ironic de"
77783,Customer#000077783,"BYbSaRloByjod2dJUz7,",3,13-786-749-5308,9212.74,HOUSEHOLD,"osits was blithely. blithely regular instructions nod after the blithely pending excuses. even, final"
77854,Customer#000077854,byLLBX2tpewM,3,13-738-267-4614,4718.24,BUILDING,lar pinto beans. quickly final deposits wake furiously slyly silent exc
77871,Customer#000077871,E3wIMozpYzORl1hIFCiSgVXJVYP Y,3,13-826-944-9410,1334.43,AUTOMOBILE,"ely deposits. regular, final requests impress ironic accounts. boldly special patterns integrate: slyly bold depos"
77909,Customer#000077909,"L9ucFxKh2Mr k1d 2A0mOA2,M2kh1y",3,13-734-555-1282,8965.89,MACHINERY,kages play after the furiously 
77916,Customer#000077916,nSeoxdVFCymHnQvr3YwTOk,3,13-530-596-1260,3344.65,BUILDING," slyly across the fluffily final asymptotes. even accounts are. regular packages integrate. slyly bold theodol"
77918,Customer#000077918,bBLeOdQQWDCUAQVTyUOfhYOc6N4sw,3,13-355-874-7664,304.14,HOUSEHOLD,nal tithes boost bold accounts. slyly quick requests according to the never final accounts wake fluf
77958,Customer#000077958,G2CRlsgG6T lC9xFxeUzEvAl9,3,13-690-529-9871,6776.90,AUTOMOBILE,"as. furiously special platelets cajole ironic, ruthless attainments. slyly even platelets haggle slyly al"
78027,Customer#000078027,Iii3h77HTQeCX7VbZsZXwPaFPfD,3,13-412-206-1228,7278.54,AUTOMOBILE,ackages. requests use. regula
78041,Customer#000078041,",eHfTcKgEwHPkFOdNl2LTfLBRz m8Wmp",3,13-704-320-1318,2203.38,AUTOMOBILE,lyly unusual foxes? blithely ironic instructions boost above the in
78063,Customer#000078063,0Y29xIbwBeNItdx0zuRmA0TfXS,3,13-767-245-8008,7535.32,MACHINERY,s use. bravely thin accounts 
78070,Customer#000078070,8v2W5rOS9jtrvt5A wD3IPz13,3,13-273-615-9713,2547.02,MACHINERY,cuses. ironic packages until the fluffily ironic packages boost regular patterns. unusual requests are pending
78091,Customer#000078091,"rSK0gII,pPmETFmkTI1ocVtSFFRofcqAS",3,13-137-433-1592,4152.37,HOUSEHOLD,of the ruthlessly express requests. fluffily fluffy instructions against the fluffily 
78094,Customer#000078094,VFupG5Wk5LqYAU6pZsvZ9k4NQyN4bKV,3,13-479-910-3263,8654.80,MACHINERY,nic theodolites according to the quickly even accounts cajole fluffily quickly final sentiments. packag
78103,Customer#000078103,z4DwaiiZVYJLNV9NdkDJyuHktAG4HAAb,3,13-375-482-6251,4725.68,AUTOMOBILE,ages promise carefully bold instructions. final excuses after the express requests x-ray slyly sly
78134,Customer#000078134,"ANfFx0hDot,f7",3,13-582-363-9681,1862.91,BUILDING,ggle blithely bold tithes. furiously special packages affix among the never even deposits. blithely exp
78139,Customer#000078139,oxfelTd4efL5kQR9FKJ,3,13-822-808-8722,6851.78,HOUSEHOLD,uests. quickly unusual requests against the silently 
78212,Customer#000078212,kQiPYqfHYKYj1IMznsOAiKDuDJKns5VwNvthlsa7,3,13-607-963-2047,8968.32,FURNITURE,ffily about the requests. requests wake blithely alongsi
78231,Customer#000078231,bZqwsUMWa66UDoxSnDqds1ewcrRp2xDE,3,13-527-694-5524,5591.61,BUILDING,ly ironic accounts. final instructions are furiously carefully unusual packa
78241,Customer#000078241,"hTxqStzXRn1,ZnuDqltHjm",3,13-716-194-1570,3317.56,AUTOMOBILE,ial packages detect. furiously bold ideas affix around the ironic platelets. slyly slow packages along the excuses
78315,Customer#000078315,uqCDPGxl6mX9VZpAt6qnZ8Zm7At,3,13-269-585-1111,2247.36,HOUSEHOLD,"ole after the special, ironic requests. carefully furious requests "
78353,Customer#000078353,"AnbjCA,petV24cNIIk",3,13-566-992-6832,2483.61,HOUSEHOLD," carefully express pinto beans. furiously"
78419,Customer#000078419,ReWslDKQ6vBFFbY5olM2sb  ELPPo1OD6,3,13-774-615-1852,4732.02,HOUSEHOLD,slyly regular requests nag pinto beans. carefully pending realms about the accounts 
78432,Customer#000078432,"dknzSjdT,C24E1TSox6Sh17F",3,13-398-177-4793,-238.79,HOUSEHOLD," use. furiously silent pinto beans alongside of the slyly unusual depend"
78441,Customer#000078441,lmj3Q2baeRbBmh0FcZ4d81HE,3,13-400-300-5304,4475.51,FURNITURE,ular foxes mold furiously final dolphins: packages use furiously permanently final dependencies. unusual accounts a
78455,Customer#000078455,tJk4M3zNuBbMeHvrYhqofHnytsgwWHX1XjZ,3,13-454-970-5864,8855.57,HOUSEHOLD,? theodolites cajole. deposits cajole fluffily asym
78493,Customer#000078493,"ng9,ioDzn4,TWd6RMKFQJ6aEH1KCsHw7G",3,13-292-846-7693,1087.96,FURNITURE,ts sleep carefully blithely even accounts. slyly bold packages haggle across the furiously iro
78509,Customer#000078509,"6NwNBXh2,qDnOKve70r2VGzV0D7rMhfSG8aE",3,13-595-839-7383,2302.94,HOUSEHOLD,fully even dependencies. special deposits breach fluffily above the carefully express deposi
78551,Customer#000078551,"JV6QB6fzG4ZReN8dv1s,uaCao VHNaNm5M8a",3,13-786-136-7777,176.87,MACHINERY,refully pending accounts. furiously unusual deposits are slyly slyly even deposits. pending reques
78565,Customer#000078565,PngAZvirJEUpg0v34ZjXZ m,3,13-573-157-2190,2690.71,AUTOMOBILE,odolites. fluffily unusual ideas play according to the instructio
78592,Customer#000078592,Z5lVmv8hUKSza2D3cczgv6Jl9L6CYBUOs,3,13-229-656-5197,4923.17,HOUSEHOLD,osits. blithely slow asymptotes cajole. d
78601,Customer#000078601,DGsnLkQ3Itydy9 ivcS3BPDLjqcaL9gd,3,13-603-619-6449,8025.88,BUILDING,l accounts wake. deposits instead of the ironic dolphins nag furiously fluffily unusual ideas. final requests a
78632,Customer#000078632,"r qAEu0i wO5TPnF1UQZeVxiVQB,6oaj",3,13-161-786-3059,9821.57,FURNITURE,ully even requests boost permanently after the fluffily close pinto beans. 
78642,Customer#000078642,dZJAQANgi8XseSOGSgPGwg9VETi9l nS,3,13-199-581-5758,3938.18,MACHINERY," blithely regular deposits among"
78663,Customer#000078663,"SW23 TGNSrIMsvoof,YFbUr",3,13-276-489-1947,5515.73,MACHINERY,al theodolites sleep about the furiously bold instructions. unusual accounts cajole furiously alon
78668,Customer#000078668,UOjOUJItnhnGfXDJQ2U 88Bo04C,3,13-858-484-7104,8362.08,MACHINERY,l ideas wake blithely. quickly pending requests affix f
78742,Customer#000078742,amPKma4zrCHGnlOQlhZLuN,3,13-400-461-5915,4662.85,MACHINERY,"affix. special, special packages cajole. express pinto beans against the deposits sleep dolphins"
78758,Customer#000078758,TKjewXp0 d,3,13-939-975-6646,4204.87,MACHINERY,nstructions. quickly pending excuses afte
78764,Customer#000078764,0jq ccTKQILJ9LYEVjbLy4crFadSZ9ieujrpaQAm,3,13-296-354-9654,1136.67,AUTOMOBILE,cross the carefully even requests: regular accounts wake blithely. even instructions use fluffily according to th
78782,Customer#000078782,UqccyAMDhLjbOFCnQoAoaqzs2PUCmonQY8tdw,3,13-515-983-5943,6231.10,AUTOMOBILE," unusual packages are carefully alongside of the blithely regular accounts. slyly"
78784,Customer#000078784,"FLR 5sFvDhEXYixHLX9XXFlOoRuW,hyov",3,13-772-900-3579,3414.36,MACHINERY," pinto beans. ironic, bold pinto beans alongside of the regular instructions dazzle across"
78796,Customer#000078796,8P3kdBQEQe0BQYGBtb5,3,13-943-262-4474,5898.28,HOUSEHOLD,refully express ideas. regular foxes cajole. ironic packages wake blithely. acco
78814,Customer#000078814,WERB8kjUqjKdY,3,13-280-148-4313,3022.93,BUILDING,"quests among the final, ironic deposits sleep blithely slyly even ideas. blithely final warthogs detect ac"
78837,Customer#000078837,rQmm8ijA6CUDEIMsOLhbBegCA2CC,3,13-440-390-7563,9186.32,HOUSEHOLD," carefully express packages. express theodoli"
78864,Customer#000078864,"JBjqzp,rih7rwP0m6GJs3OdT cxn",3,13-846-234-8145,-172.72,MACHINERY,gainst the carefully regular dep
78904,Customer#000078904,cXd2W9ETq3VVSg9LxadJtsy73u3q,3,13-376-895-4226,3395.67,HOUSEHOLD,iously special dependencies haggle ironically among the fluffily ironic accounts. packages boost
78969,Customer#000078969,HZ51t3dg9amwgZ3hRrwiK94M3MmkU9SJ ,3,13-949-230-8081,7175.28,HOUSEHOLD,s across the furiously regular dependencies sleep furiously
78980,Customer#000078980,"A9QRCJuz,KUtlZqNnrSCFm,Pc",3,13-312-879-9983,6959.01,FURNITURE,nic accounts haggle instructions. slyly regular instructions solve blithely. unusual tithes nag blithely fluffily bo
79017,Customer#000079017,ukSt6YosFczep5uL3VzqtAIzbNO2ofJGF9,3,13-335-740-8542,8269.45,HOUSEHOLD,ns around the requests dazzle blithely ironic packages. quickly even realms mold atop
79026,Customer#000079026,YdnC42hd2Y9uOEegDJb4,3,13-789-128-8864,-210.91,MACHINERY,s engage to the blithely furi
79047,Customer#000079047,w418U6u2hD,3,13-583-639-4737,1611.55,BUILDING,"ully according to the deposits. final realms use after the accounts. thin, even packages above the carefully"
79058,Customer#000079058,3QDAWvq05pKKCKMq2DJg ,3,13-275-643-2854,217.18,BUILDING,"express, even theodolites was blithely. blithely final pinto beans above"
79110,Customer#000079110,KCFhIf1DfV2,3,13-599-563-5559,7245.38,BUILDING,es affix against the fluffily idle requests. ironic acco
79124,Customer#000079124,"7lnELM1DIZeDCF,SONchdddORLV3h1",3,13-787-778-8279,7051.38,MACHINERY,sly special Tiresias haggle furiously ironically final instructions.
79137,Customer#000079137,0EAxUrJKzzPR4a0qbi1mJ2LcGnjpsxlZETClbJmf,3,13-677-102-7595,-608.52,FURNITURE,lent dependencies nag blithely furiously regular asymptotes. 
79158,Customer#000079158,YLfEMr2ZF6RaH9ZPzhJyDLi5Bdzu1T qJ,3,13-966-894-9859,8373.90,HOUSEHOLD,lly ironic accounts maintain fluff
79185,Customer#000079185,C4B6jF13TDadCym3DJArQ,3,13-445-895-2716,6834.06,MACHINERY," accounts cajole furiously. slyly bold grouches cajole carefully along the furiously express requests. even"
79186,Customer#000079186,XbLgboddussdLu0LMm6cN9x7,3,13-604-310-9868,7095.51,FURNITURE,deposits. even pinto beans wake slyly! carefully bold deposits engage carefully. final theodolites sl
79206,Customer#000079206,"8qI72WGAARF,Lb9QVoK",3,13-318-375-4503,-7.81,MACHINERY,sily express requests. regular 
79217,Customer#000079217,4bNPlCIOzoSbdxzNqydAx9,3,13-837-749-6975,1151.73,AUTOMOBILE,"lets sleep among the carefully bold instructions. special, even foxes "
79233,Customer#000079233,iPDuJJWRLKKbXE7LHEWmIpz3bw8K5ikIvswt,3,13-408-182-2914,5761.57,FURNITURE,"final ideas. fluffy, ironic requests cajole blithely according to the ironic accounts. excuses detect slyly sl"
79234,Customer#000079234,"cXFGBo,ypmiyK",3,13-878-305-8818,-250.95,BUILDING,ar deposits. bold frays wake blithely. stealthy platelets 
79378,Customer#000079378,"HqSUk6YY7DH1Ru4qcMY,uXJ1RQl9f1yg1uLSLrs",3,13-378-100-4539,33.69,BUILDING,"ole regularly alongside of the final, bold dolphins: carefully special instructions detect quickly again"
79403,Customer#000079403,CvX wkVfa6ewmoImmBYlShNxz78KqY,3,13-138-625-9996,1481.85,FURNITURE,to haggle. carefully express accounts boost ca
79406,Customer#000079406,"DINnk 6D6Py,idTKEERGkcePs1g",3,13-581-207-7576,5156.78,HOUSEHOLD,eposits. final dolphins are carefully ironic accounts. never bold asymptotes sleep blithely 
79423,Customer#000079423,QpTbk7g39X3jUPHwhTNR,3,13-523-604-5084,-179.26,AUTOMOBILE,"ly regular deposits. special, bold pearls are slyly. furiously regular instructions integrate "
79432,Customer#000079432,CSUNA1IUVqfip7yRz214zWe7IiVPx64nOd,3,13-506-674-4200,8827.05,FURNITURE,"ual asymptotes are fluffy, expr"
79441,Customer#000079441,mFvycQdCDR66wiztjtFfx1uQmnEsvO4VJr7,3,13-479-904-3430,5480.15,FURNITURE,the furiously fluffy pinto be
79546,Customer#000079546,fcjMggmLB2O5xyfFLSv,3,13-120-378-9794,5438.70,AUTOMOBILE,gular deposits-- slyly even foxes according to the carefully unusual packages cajole carefully blith
79565,Customer#000079565,jGf59WpMn0,3,13-801-550-3009,1209.67,HOUSEHOLD,nts impress furiously around 
79625,Customer#000079625,"T,VTFQvrdaEA,KcR8PzfyUXg6ipBDdmrQVw",3,13-192-673-8541,8274.60,BUILDING,"ets. express, ironic packages"
79629,Customer#000079629,oNixZBUFcp qUle,3,13-494-270-3195,8695.68,MACHINERY,ual asymptotes. blithely silent theodolites sleep against the furiously regular asymptotes. 
79663,Customer#000079663,"KfAh u34c5l,BXyU YyqVCxojxhOAdp6UW1VfWfn",3,13-270-246-6748,6491.45,AUTOMOBILE,ly even deposits. blithely final deposits sleep quickly slyly regular asymptotes. carefully final packages accor
79773,Customer#000079773,OJjuKcMAf0d0k7Z4i1mN8UGFPl9 ,3,13-149-812-5875,-962.80,FURNITURE," accounts wake. ironic, express deposits wake blit"
79775,Customer#000079775,"FwdiOxrVpOZpd,pOqtpB iCXCjSTMu8nZb,VLDAx",3,13-291-730-4846,8328.90,AUTOMOBILE,"e unusual realms! quickly special packages kindle quickly unusual, even platelets. accounts according to the final f"
79780,Customer#000079780,"8mTrSkYUEVW0iOifEJ,oQ",3,13-850-909-3689,-702.02,MACHINERY,y brave instructions sleep iron
79791,Customer#000079791,81x1EsEG5dDfd9fREZPV0msMJnOiaVKdGfALV,3,13-428-759-8393,4754.60,AUTOMOBILE,regular requests. regular accounts are. furiously regular deposits wake slyly along the bus
79850,Customer#000079850," ,G1NZBZ7p2kF",3,13-457-390-6739,8142.73,FURNITURE," instructions haggle fluffily according to the slyly iro"
79851,Customer#000079851,vBSst1gqd8a4yDU,3,13-392-629-1935,1932.31,MACHINERY,mong the fluffily ironic accounts. pend
79874,Customer#000079874,3TBFWXi87N5J jJ,3,13-793-507-7997,4266.92,BUILDING,equests are slyly slyly idle courts. blithely even platelets among the furiously unusual requ
79898,Customer#000079898,"nOrbfSTaN3,Sn9HnlHshxGrZ55LZmeV70",3,13-607-759-3417,1360.50,MACHINERY,ial accounts sleep. fluffily special requests sleep always. express accounts wake blithely
79961,Customer#000079961,q3xI7oI332,3,13-320-361-6515,-342.10,MACHINERY,requests. unusual pinto beans according to the carefully regular deposits wake sly
79997,Customer#000079997,H7rmiSiXGZyzVB5DV,3,13-812-961-4292,334.84,HOUSEHOLD,xes are furiously pending theodolites! even requests sublate. sly
80011,Customer#000080011,"6uRqas8lmh3en7,1PEyBp",3,13-344-117-3530,6020.56,HOUSEHOLD,es about the finally final foxes are furiously about the bold i
80023,Customer#000080023,"yI,E l0bqg",3,13-557-916-6950,4653.92,FURNITURE," the special, even deposits. fluffily special foxes do haggle carefully special packages. carefully entic"
80030,Customer#000080030,zuAdaG7QHQ5oMMf8BDtnqDLfC4h2,3,13-943-974-6354,6286.01,HOUSEHOLD,l frets after the ironically final asymptotes boost slyly ironic packages. special asymptotes
80040,Customer#000080040,"y9,7hgsso8FWXkbfzidGcaw2K",3,13-955-269-5217,1723.24,BUILDING,hely against the quickly ironic 
80041,Customer#000080041,RTj c60Myja9cNeQTPiuRtPZxli84TeQ2s4mQ,3,13-501-400-1021,8453.38,FURNITURE,into beans cajole furiously carefully bold packages. carefully silent instructions haggle furiously carefull
80042,Customer#000080042,b ShnbMVmlW 3zQeEi09qC2wGvKSeGjbmgee1,3,13-876-971-9899,8980.75,MACHINERY,kages: slyly final packages are among the carefully final package
80044,Customer#000080044,",iE,n19QQa",3,13-652-992-7523,981.09,MACHINERY,"uests. furiously unusual theodolites are carefully pending asymptotes. special, bold accounts cajole ab"
80077,Customer#000080077,"udPsdimUiavv6iDflQBEdDq,kHlNEp97syH",3,13-894-778-6216,1909.16,MACHINERY,e furiously along the furiously express pinto beans. blithely bold warthogs haggle. blithely fin
80104,Customer#000080104,"rOFPoNzykKYUv,VBPEjUspNbo5ONv,Jx1lRUvW3b",3,13-239-441-4975,6186.78,AUTOMOBILE,"quests. ironic, pending accounts cajole quickly around the ironic courts. carefully bold accounts wake c"
80125,Customer#000080125,etbTPrIz8dOxE,3,13-962-771-1307,5339.75,MACHINERY,ymptotes after the blithely final deposits 
80134,Customer#000080134,RfBeFXY7uvQkpZvBDGHVi8MRGE5QvWL8s,3,13-698-820-9962,1466.12,BUILDING,"ithe, even theodolites. quickly pending requests cajole furiously even attainments. blithely "
80148,Customer#000080148,"t,UwAmy5t B3WoiBiGXeehscwiNHjz7q7macRnOQ",3,13-838-785-2920,5386.37,FURNITURE," enticingly. slyly daring theodolites haggle fi"
80158,Customer#000080158,x9W4 yXX89TgTXd9TjrJsvW067WV6usyQrG,3,13-720-824-2888,2113.59,BUILDING," evenly brave asymptotes. pending, regular deposits are slyly across the furiousl"
80172,Customer#000080172,"PJFoOP,FYijkqB1 969eFBSIRg96A70",3,13-401-154-7125,-437.37,FURNITURE,ironic requests. blithely express accounts haggle slyly bold pinto beans
80191,Customer#000080191,"zzdoxdVJftD QCe5vzA,VlP9vFGxgbpRdYwz",3,13-279-318-1822,5646.87,AUTOMOBILE,"oze according to the slyly quick deposits. silent, ironic pinto bean"
80208,Customer#000080208,"Eo8AbtbYX3bJ6BXJ37KVfqxBEdGKf3,yR",3,13-281-861-5879,5869.98,MACHINERY,"furiously about the fluffily regular excuses-- slyly unusual deposits engage always. unusual, ironi"
80255,Customer#000080255,Kn4DGRdPjChIuQ4GeYiTqJndVGuph,3,13-887-856-3541,2765.07,AUTOMOBILE,uests against the furiously pending grouches haggle along the furiously special packages. fluffily ironic theodolite
80269,Customer#000080269,hcBL6XetY36LU70kM0fruHij3tV,3,13-688-785-3234,9699.72,MACHINERY,unusual deposits: carefully regular asymptotes nag along the qui
80307,Customer#000080307,BHEoYwBWIkq1TZEoyREZ ,3,13-735-467-2005,3147.76,AUTOMOBILE," blithely special deposits above"
80310,Customer#000080310,wVFwovoCAG1be9,3,13-668-936-7091,-758.54,HOUSEHOLD,ely ironic packages. carefully even deposits cajole slyly. furiously pending requests unwind quickly courts. carefu
80331,Customer#000080331,",7MpKmfCOnY7I5Op61dvF8NrjSJWaAvRdc",3,13-306-996-8647,2768.37,HOUSEHOLD,arefully ironic warhorses engage blithely instead of the even theodolites. final instructions wake 
80348,Customer#000080348,YvzAFgwrdHRtKMVd56,3,13-593-332-1342,4778.34,FURNITURE,uffily. slyly ironic requests cajole across the sometimes pending requests. carefully even re
80375,Customer#000080375,"c5u,2alyPEj4vzzWruOW3nPYa2De1L",3,13-365-638-2323,643.95,MACHINERY,refully pending notornis wake. carefully express patterns nag across the furiously ironic dolphins. slyly regular d
80389,Customer#000080389,"le ML dJvDJTFwyyWjuMW,Q3",3,13-867-607-7361,7287.02,AUTOMOBILE,"blithely unusual packages. slyly ironic platelets play slyly. ironic, ruthless dolphins could doubt s"
80413,Customer#000080413,SXmqOpN51fLuNmCp,3,13-920-654-7917,8897.22,MACHINERY," foxes sublate among the theodolites. carefully express foxes detect beyond the furiously final ide"
80429,Customer#000080429,dNvpWvFTE OVrvO8aGs4qYG96SX,3,13-905-318-5552,8480.70,BUILDING,oxes use carefully boldly regular deposits. slyly idle foxes sleep slyly unus
80440,Customer#000080440,D7wQ9hFL510iCIfEn ,3,13-441-124-3197,1937.55,AUTOMOBILE,arefully. furiously regular requests haggle slyly abou
80449,Customer#000080449,a0Nk7Qd5nycpKqrhjZjbhEOdFG2pQfp7b3e,3,13-147-960-1873,8549.88,FURNITURE,"ly. ironic accounts according to the special packages sleep even packages. bold, express platelets along the expr"
80461,Customer#000080461,0IxQRd8LAyBhU1DHtTC9YqTs8enH om92Zb,3,13-536-333-5888,4767.94,MACHINERY,y; furiously even asymptotes detect quickly along the fluffily ironic f
80464,Customer#000080464,qpeD695LsIsolmp,3,13-765-676-7027,5553.53,HOUSEHOLD,refully express requests. blithely f
80469,Customer#000080469,Fw7czwVf83kE,3,13-354-407-7026,627.02,BUILDING," carefully express requests boost blithely about t"
80475,Customer#000080475,XFdaaP03c0uh6GrMikXi8y8QtupRjHUHpNgT,3,13-731-371-2527,1383.63,MACHINERY,"lar, regular dependencies cajole quickly carefully bold requests. blithely ironic ideas wake furiously. "
80483,Customer#000080483,hQVK6VdT2i4saUMw1f qIIhA,3,13-931-618-6837,2134.74,AUTOMOBILE,"its engage. final, final deposits wake blithely according to the blithely final requests: express ac"
80513,Customer#000080513,"XM09JDrSG0vzQE,UtSJ3O 6",3,13-936-210-3463,9807.55,HOUSEHOLD," carefully above the foxes-- slyly regular depo"
80548,Customer#000080548,ieXeG4G7Ew7CXteFU0,3,13-928-161-6008,7007.38,HOUSEHOLD," ought to haggle! blithely ironic courts mold quickly. fluffily final"
80601,Customer#000080601,"aVO1lEXEBemaLh99CFZkfkbDkSiGO2,GzJg79L",3,13-203-639-4524,7449.03,AUTOMOBILE,ages cajole boldly. blithely final pinto beans wake furiously. careful
80605,Customer#000080605,lK0w3HSaybTkykVbKl2CwZlqnXJc17nmRRb,3,13-864-739-9070,9291.23,FURNITURE,fter the packages. blithely final requests after the fin
80634,Customer#000080634,I6RDsA7noFUl4vzfMfIOW0a,3,13-993-501-8648,-212.82,FURNITURE,"cording to the final, special requests. forges haggle asymptotes. furiously regular packages "
80635,Customer#000080635,z9lqfmvVCbYuWLu0x,3,13-439-361-7372,7123.99,HOUSEHOLD,"bold, silent packages after the bold, final accounts hinder blithely a"
80659,Customer#000080659,tRt3fhl5knBcg4r50oUUykXdapZMrjw,3,13-468-931-8057,1662.14,MACHINERY,refully pending platelets kindle fluffily
80719,Customer#000080719,y9Iy0fVtZpQC wzRkmMZpJWth,3,13-464-201-8196,1898.71,FURNITURE,uriously bold instructions haggle. unusual dinos cajole furiously at the blithely unusual deposits. qu
80733,Customer#000080733,"CoJ,S3mZI,YEdf2u",3,13-680-437-3631,-905.52,FURNITURE,furiously according to the fluffily
80736,Customer#000080736,mqVUr4Voq5XPO2lswhTkC0sY5p7w,3,13-870-874-2736,9998.01,HOUSEHOLD,packages alongside of the carefully regular requests affix pendi
80750,Customer#000080750,oy7QZW6ieKzdnQfeXyy6m7L5qEk,3,13-289-261-6148,5496.98,MACHINERY,"ake blithely pending, close dolphins. quickly bold deposits among the furious"
80754,Customer#000080754,FeB3eQdfHimXRfveNvAYiNVY1IlDoG9Nq,3,13-943-290-3211,5365.58,MACHINERY,yly furiously ironic theodolites. unusual notornis sleep furiously. instructions wake quickly whitho
80761,Customer#000080761,S7ZRpZFZONrx3fL,3,13-934-241-1506,8619.86,FURNITURE,"e final, final platelets sleep slyly after the "
80771,Customer#000080771,AFUqXdjstXGOR,3,13-464-998-2076,9607.19,BUILDING,ily ironic excuses wake carefully.
80809,Customer#000080809,m0EN immJJyI,3,13-142-139-1209,2387.08,MACHINERY,es are fluffily ironic reques
80815,Customer#000080815,c9YtAAPPztUpq4GOs4NjoV J1 MpvJ11BETy,3,13-817-488-8306,8862.82,BUILDING,sits wake quickly. express deposits 
80833,Customer#000080833,"1CoyNHoGHzLgvQEN,B tRsRXT9ne,ORz",3,13-587-586-3767,7706.00,AUTOMOBILE,nag fluffily silent attainments. quickly regular requests wake silently against the unusual pack
80858,Customer#000080858,KvOa73WgpBjs1GPmFI7e5h9DbCcypro7qzec,3,13-974-473-8014,3661.32,BUILDING,uickly special asymptotes along the furiously unusu
80879,Customer#000080879,"SJP,ntrXLU",3,13-208-865-3232,2477.34,FURNITURE,"ng the final, even packages. e"
80891,Customer#000080891,"SIeRNfDFi,pRETZFp8RfwZ5og",3,13-531-584-6299,297.59,AUTOMOBILE,ar foxes haggle quickly even deposits. carefully final accounts sleep fluffily a
80904,Customer#000080904,Hwib1W14FW3 k8zCk5guf5,3,13-927-258-8902,7161.57,HOUSEHOLD,ly about the final deposits. fluffily ironic frays about the silent deposits cajole ir
80938,Customer#000080938,pZkLg1O8k3Pb9,3,13-180-954-6957,6292.36,HOUSEHOLD,en instructions. quickly express requests nag. quickly bold packages above the ironic depende
80951,Customer#000080951,"SqmsNq2A3O,roOLeusm5eR1f9Ty1J9MLGnlqXhAZ",3,13-805-917-5256,6972.76,BUILDING,ly! fluffily final packages above
80963,Customer#000080963,Xft7 ns3iy3vb6OnN5,3,13-155-798-2591,8229.74,MACHINERY,lithely. carefully special pinto beans above
80965,Customer#000080965,9MME pVucne P9flPhb,3,13-725-915-5983,4783.79,FURNITURE,s. quickly bold accounts according to the requests cajole accou
80973,Customer#000080973,p0Qgv5yTfX34W6Kcdz03U9ot5ls9NA1pIdkN,3,13-700-250-3957,8597.43,BUILDING,ithely pending excuses use carefu
80977,Customer#000080977,bpvXpl68osJGPR3E135,3,13-722-616-4180,2766.23,AUTOMOBILE,quickly express pinto beans. regular epitaphs boost busily according to the carefully express id
80978,Customer#000080978,6veqHuT6ir,3,13-741-186-3796,4007.26,MACHINERY,foxes: carefully regular theodolites acc
80984,Customer#000080984,2lTDm4Dnw9E2osjA1sI0IpwqsrKXNPb17IKZa,3,13-639-398-8055,5730.61,FURNITURE,ng accounts cajole slyly furiously regular package
81013,Customer#000081013,Wsc 2C8W1KYmhgyaLxZu3bF,3,13-381-207-1629,3376.85,HOUSEHOLD,y. special pinto beans impress blithely blithely regular packages. fluffily 
81058,Customer#000081058,dP8zd8n1w6CXr53OD7J8GSDn729NIgV7ua,3,13-607-234-3365,3443.25,FURNITURE,posits after the fluffily unusual fo
81088,Customer#000081088,"B3M0s2zzidUR0Q3,OaPmVg",3,13-759-151-1221,1678.18,FURNITURE,"ests alongside of the blithely quiet requests print quickly ironic, final pac"
81114,Customer#000081114,p626j7OqhlCryk,3,13-757-452-9051,1832.72,MACHINERY,"ly bold deposits nag-- ironic, ironic accounts haggle slyly alongside of the slyly"
81124,Customer#000081124,iBa jPA9rZaPBOb139mtxPQxxB7MXYY,3,13-940-691-7672,8328.37,AUTOMOBILE,tly ironically unusual deposits. regular accounts haggle quickly requests. regular theodolites bo
